delivery_id,customer_name,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delay_hours,delay_status,delivery_time_hhmm,expected_time_hhmm,delay_hhmm,distance_category,delay_percentage,cost_per_km,rating_category,speed_kmph,weight_category
1025,stephen edwards,shadowfax,documents,ev van,two day,north,stormy,115.4,0.67,58.3,59.5,no,delivered,4,578.59,-1.2000000000000028,On Time,58:18,59:30,-01:12,Medium,-2.02,5.01,Good,1.98,Light
1026,mark day,dhl,clothing,ev bike,express,east,foggy,293.8,41.03,7.1,53.4,yes,delayed,3,1632.7206,-46.3,On Time,07:06,53:24,-46:18,Long,-86.7,5.56,Average,41.38,Heavy
1027,steven odom,amazon logistics,cosmetics,scooter,standard,east,clear,286.8,46.67,37.3,40.7,no,delivered,3,1574.01,-3.4000000000000057,On Time,37:18,40:42,-03:24,Long,-8.35,5.49,Average,7.69,Heavy
1028,philip foster,fedex,furniture,truck,express,south,hot,136.1,48.1,35.9,37.6,no,delivered,5,874.8,-1.7000000000000028,On Time,35:54,37:36,-01:42,Medium,-4.52,6.43,Excellent,3.79,Heavy
1029,melissa hill,dhl,furniture,bike,two day,east,rainy,291.4,6.12,15.4,17.1,no,delivered,5,1475.36,-1.700000000000001,On Time,15:24,17:06,-01:42,Long,-9.94,5.06,Excellent,18.92,Medium
1030,susan hughes md,fedex,furniture,bike,standard,south,hot,295.0,19.68,41.3,41.5,no,delivered,5,1534.04,-0.20000000000000284,On Time,41:18,41:30,-00:12,Long,-0.48,5.2,Excellent,7.14,Heavy
1031,bonnie gordon,ekart,cosmetics,truck,same day,central,rainy,223.3,6.29,42.1,30.3,yes,failed,1,1235.37,11.8,Delayed,42:06,30:18,11:48,Medium,38.94,5.53,Poor,5.3,Medium
1032,shawna garcia,delhivery,automobile parts,scooter,express,south,hot,242.5,46.73,2.2,48.2,yes,failed,1,1402.69,-46.0,On Time,02:12,48:12,-46:00,Medium,-95.44,5.78,Poor,110.23,Heavy
1033,kristen brown,fedex,furniture,ev bike,two day,central,rainy,35.1,22.72,51.3,51.5,no,delivered,5,243.66,-0.20000000000000284,On Time,51:18,51:30,-00:12,Short,-0.39,6.94,Excellent,0.68,Heavy
1034,nicole rivers,amazon logistics,clothing,bike,express,central,stormy,81.8,45.51,38.8,32.2,yes,delayed,2,595.53,6.599999999999994,Delayed,38:48,32:12,06:36,Short,20.5,7.28,Poor,2.11,Heavy
1035,jordan lin,delhivery,documents,bike,same day,east,clear,37.6,22.81,11.1,11.8,no,delivered,4,356.43,-0.7000000000000011,On Time,11:06,11:48,-00:42,Short,-5.93,9.48,Good,3.39,Heavy
1036,briana curry,amazon logistics,furniture,ev bike,express,north,rainy,46.8,4.72,38.6,28.7,yes,delayed,2,298.16,9.900000000000002,Delayed,38:36,28:42,09:54,Short,34.49,6.37,Poor,1.21,Light
1037,jennifer norris,amazon logistics,electronics,scooter,same day,central,hot,233.4,18.0,30.8,31.3,no,delivered,5,1321.0,-0.5,On Time,30:48,31:18,-00:30,Medium,-1.6,5.66,Excellent,7.58,Heavy
1038,sherri fields,ekart,documents,bike,standard,east,rainy,62.2,48.58,18.0,18.2,no,delivered,3,456.74,-0.1999999999999993,On Time,18:00,18:12,-00:12,Short,-1.1,7.34,Average,3.46,Heavy
1039,brent roberts,shadowfax,clothing,ev bike,standard,south,foggy,114.0,43.85,22.0,23.4,no,delivered,4,701.55,-1.3999999999999986,On Time,22:00,23:24,-01:24,Medium,-5.98,6.15,Good,5.18,Heavy
1040,jason hill,blue dart,automobile parts,ev bike,same day,north,foggy,131.5,25.79,19.9,21.2,no,delivered,5,834.87,-1.3000000000000007,On Time,19:54,21:12,-01:18,Medium,-6.13,6.35,Excellent,6.61,Heavy
1041,rhonda simmons,xpressbees,groceries,ev van,express,south,rainy,21.4,16.58,31.4,26.1,yes,delayed,3,206.74,5.299999999999997,Delayed,31:24,26:06,05:18,Short,20.31,9.66,Average,0.68,Heavy
1042,sonia jenkins,xpressbees,fragile items,truck,standard,west,stormy,258.5,8.37,35.2,37.8,no,delivered,5,1317.61,-2.5999999999999943,On Time,35:12,37:48,-02:36,Long,-6.88,5.1,Excellent,7.34,Medium
1043,brenda smith,dhl,furniture,van,two day,east,rainy,253.9,7.07,12.8,13.4,no,delivered,3,1290.71,-0.5999999999999996,On Time,12:48,13:24,-00:36,Long,-4.48,5.08,Average,19.84,Medium
1044,timothy ramirez,delhivery,furniture,ev bike,same day,north,stormy,6.7,7.96,7.4,8.7,no,delivered,4,157.38,-1.299999999999999,On Time,07:24,08:42,-01:18,Short,-14.94,23.49,Good,0.91,Medium
1045,heather hernandez,ecom express,automobile parts,ev bike,standard,west,hot,178.1,26.7,28.1,29.8,no,delivered,4,970.6,-1.6999999999999993,On Time,28:06,29:48,-01:42,Medium,-5.7,5.45,Good,6.34,Heavy
1046,stacey lewis,fedex,cosmetics,truck,standard,south,hot,180.0,35.04,29.8,30.0,no,delivered,3,1005.12,-0.1999999999999993,On Time,29:48,30:00,-00:12,Medium,-0.67,5.58,Average,6.04,Heavy
1047,joann rivers,ecom express,documents,scooter,two day,north,rainy,187.9,14.96,6.8,6.8,no,delivered,4,984.38,0.0,On Time,06:48,06:48,00:00,Medium,0.0,5.24,Good,27.63,Medium
1048,patricia schmidt,xpressbees,documents,ev van,express,west,hot,78.3,49.22,33.8,31.8,yes,failed,1,589.16,1.9999999999999964,Delayed,33:48,31:48,02:00,Short,6.29,7.52,Poor,2.32,Heavy
1049,renee leonard,amazon logistics,pharmacy,ev bike,express,west,hot,51.6,23.45,24.2,29.2,no,delivered,4,378.35,-5.0,On Time,24:12,29:12,-05:00,Short,-17.12,7.33,Good,2.13,Heavy
1050,jessica espinoza,xpressbees,electronics,ev van,same day,central,stormy,26.9,29.86,10.2,10.7,no,delivered,5,324.08,-0.5,On Time,10:12,10:42,-00:30,Short,-4.67,12.05,Excellent,2.64,Heavy
1051,michael parrish,blue dart,clothing,truck,express,north,hot,216.7,26.89,4.1,45.7,yes,delayed,2,1214.17,-41.6,On Time,04:06,45:42,-41:36,Medium,-91.03,5.6,Poor,52.85,Heavy
1052,thomas jones,dhl,electronics,van,standard,south,foggy,148.2,38.6,24.7,26.8,no,delivered,4,856.8,-2.1000000000000014,On Time,24:42,26:48,-02:06,Medium,-7.84,5.78,Good,6.0,Heavy
1053,victoria wright,fedex,cosmetics,ev van,same day,south,clear,184.2,46.79,26.1,26.4,no,delivered,4,1161.37,-0.29999999999999716,On Time,26:06,26:24,-00:18,Medium,-1.14,6.3,Good,7.06,Heavy
1054,kathleen morris,fedex,groceries,truck,same day,east,stormy,167.7,42.4,22.3,24.8,no,delivered,5,1065.7,-2.5,On Time,22:18,24:48,-02:30,Medium,-10.08,6.35,Excellent,7.52,Heavy
1055,april shaw,delhivery,electronics,ev bike,standard,central,cold,197.7,25.84,31.5,31.8,no,delivered,5,1066.02,-0.3000000000000007,On Time,31:30,31:48,-00:18,Medium,-0.94,5.39,Excellent,6.28,Heavy
1056,edward white,fedex,cosmetics,ev van,standard,north,foggy,211.9,46.94,28.7,33.2,no,delivered,5,1200.32,-4.5000000000000036,On Time,28:42,33:12,-04:30,Medium,-13.55,5.66,Excellent,7.38,Heavy
1057,jack moore,blue dart,pharmacy,scooter,same day,west,stormy,64.3,21.05,13.4,14.4,no,delivered,5,484.65,-1.0,On Time,13:24,14:24,-01:00,Short,-6.94,7.54,Excellent,4.8,Heavy
1058,thomas blanchard,xpressbees,cosmetics,scooter,two day,east,hot,206.7,3.87,6.5,8.7,no,delivered,4,1045.11,-2.1999999999999993,On Time,06:30,08:42,-02:12,Medium,-25.29,5.06,Good,31.8,Light
1059,ricky williams,xpressbees,clothing,bike,two day,east,cold,83.5,6.81,56.0,56.4,no,delivered,5,437.93,-0.3999999999999986,On Time,56:00,56:24,-00:24,Short,-0.71,5.24,Excellent,1.49,Medium
1060,gregory holland,ecom express,fragile items,truck,same day,central,foggy,9.3,47.62,8.7,8.9,no,delivered,5,289.36,-0.20000000000000107,On Time,08:42,08:54,-00:12,Short,-2.25,31.11,Excellent,1.07,Heavy
1061,larry crawford,xpressbees,clothing,ev bike,standard,west,rainy,245.9,47.01,34.6,36.6,no,delivered,3,1370.53,-2.0,On Time,34:36,36:36,-02:00,Medium,-5.46,5.57,Average,7.11,Heavy
1062,kiara mcintyre,dhl,pharmacy,ev van,express,north,stormy,225.7,45.7,1.3,46.6,yes,delayed,2,1315.6,-45.300000000000004,On Time,01:18,46:36,-45:18,Medium,-97.21,5.83,Poor,173.62,Heavy
1063,adam medina,ecom express,pharmacy,bike,express,east,hot,226.0,37.62,56.6,46.6,yes,delayed,2,1292.86,10.0,Delayed,56:36,46:36,10:00,Medium,21.46,5.72,Poor,3.99,Heavy
1064,oscar carroll,dhl,clothing,bike,two day,west,hot,113.3,34.03,58.3,59.3,no,delivered,5,668.59,-1.0,On Time,58:18,59:18,-01:00,Medium,-1.69,5.9,Excellent,1.94,Heavy
1065,manuel miller,ekart,groceries,ev bike,standard,north,stormy,232.3,41.91,34.2,35.2,no,delivered,4,1287.23,-1.0,On Time,34:12,35:12,-01:00,Medium,-2.84,5.54,Good,6.79,Heavy
1066,tyler anderson,ecom express,electronics,scooter,express,east,cold,87.7,22.38,38.9,32.8,yes,failed,2,555.64,6.100000000000001,Delayed,38:54,32:48,06:06,Short,18.6,6.34,Poor,2.25,Heavy
1067,phillip jenkins,dhl,furniture,van,same day,east,rainy,90.1,27.46,16.0,17.0,no,delivered,4,632.88,-1.0,On Time,16:00,17:00,-01:00,Short,-5.88,7.02,Good,5.63,Heavy
1068,kayla sims,delhivery,cosmetics,bike,express,north,rainy,110.4,44.94,46.2,35.0,yes,delayed,2,736.82,11.200000000000003,Delayed,46:12,35:00,11:12,Medium,32.0,6.67,Poor,2.39,Heavy
1069,riley knight,fedex,documents,bike,same day,central,cold,217.3,3.03,28.5,29.7,no,delivered,5,1195.59,-1.1999999999999993,On Time,28:30,29:42,-01:12,Medium,-4.04,5.5,Excellent,7.62,Light
1070,william ortiz,amazon logistics,furniture,truck,standard,south,rainy,75.2,28.25,15.4,19.5,no,delivered,3,460.75,-4.1,On Time,15:24,19:30,-04:06,Short,-21.03,6.13,Average,4.88,Heavy
1071,jennifer velasquez,blue dart,automobile parts,ev bike,two day,south,hot,23.2,19.18,49.8,50.3,no,delivered,5,173.54,-0.5,On Time,49:48,50:18,-00:30,Short,-0.99,7.48,Excellent,0.47,Heavy
1072,kenneth rivera,fedex,documents,ev van,express,north,rainy,78.5,27.87,36.8,31.8,yes,delayed,3,526.11,4.9999999999999964,Delayed,36:48,31:48,05:00,Short,15.72,6.7,Average,2.13,Heavy
1073,jennifer boyer,blue dart,documents,van,express,north,hot,138.3,47.87,45.1,37.8,yes,delayed,3,885.11,7.300000000000004,Delayed,45:06,37:48,07:18,Medium,19.31,6.4,Average,3.07,Heavy
1074,debra andrews,xpressbees,clothing,truck,two day,north,cold,96.4,39.33,55.7,57.6,no,delivered,4,599.99,-1.8999999999999986,On Time,55:42,57:36,-01:54,Short,-3.3,6.22,Good,1.73,Heavy
1075,kevin duncan,fedex,furniture,ev van,standard,west,cold,216.2,23.93,32.8,33.6,no,delivered,4,1152.79,-0.8000000000000043,On Time,32:48,33:36,-00:48,Medium,-2.38,5.33,Good,6.59,Heavy
1076,steve mcintosh,ekart,clothing,van,express,south,stormy,24.1,34.1,36.4,26.4,yes,delayed,3,272.8,10.0,Delayed,36:24,26:24,10:00,Short,37.88,11.32,Average,0.66,Heavy
1077,robert scott md,ekart,fragile items,scooter,standard,east,rainy,197.1,28.23,29.2,31.7,no,delivered,4,1070.19,-2.5,On Time,29:12,31:42,-02:30,Medium,-7.89,5.43,Good,6.75,Heavy
1078,derek mckinney,shadowfax,documents,ev bike,same day,west,foggy,94.8,10.02,17.1,17.5,no,delivered,4,604.06,-0.3999999999999986,On Time,17:06,17:30,-00:24,Short,-2.29,6.37,Good,5.54,Medium
1079,samuel lee,xpressbees,pharmacy,bike,express,south,hot,56.0,22.91,36.5,29.6,yes,delayed,2,398.73,6.899999999999999,Delayed,36:30,29:36,06:54,Short,23.31,7.12,Poor,1.53,Heavy
1080,gloria barnes,ecom express,clothing,scooter,same day,east,stormy,70.7,5.72,18.4,15.1,yes,delayed,3,470.66,3.299999999999999,Delayed,18:24,15:06,03:18,Short,21.85,6.66,Average,3.84,Medium
1081,jamie french,dhl,documents,bike,same day,east,rainy,60.4,22.93,11.9,14.0,no,delivered,5,470.79,-2.0999999999999996,On Time,11:54,14:00,-02:06,Short,-15.0,7.79,Excellent,5.08,Heavy
1082,jill ray,blue dart,clothing,truck,same day,central,stormy,258.4,22.08,37.4,33.8,yes,failed,2,1458.24,3.6000000000000014,Delayed,37:24,33:48,03:36,Long,10.65,5.64,Poor,6.91,Heavy
1083,andrew morrison,amazon logistics,furniture,scooter,two day,central,cold,89.3,34.98,56.1,56.9,no,delivered,4,551.44,-0.7999999999999972,On Time,56:06,56:54,-00:48,Short,-1.41,6.18,Good,1.59,Heavy
1084,jeffrey chen,shadowfax,electronics,van,two day,south,clear,244.0,13.62,10.0,12.4,no,delivered,4,1260.86,-2.4000000000000004,On Time,10:00,12:24,-02:24,Medium,-19.35,5.17,Good,24.4,Medium
1085,julian jones,xpressbees,electronics,truck,standard,south,stormy,87.8,19.77,19.5,20.8,no,delivered,4,498.31,-1.3000000000000007,On Time,19:30,20:48,-01:18,Short,-6.25,5.68,Good,4.5,Heavy
1086,leah price,delhivery,furniture,scooter,same day,east,stormy,3.6,20.7,8.0,8.4,no,delivered,4,172.6,-0.40000000000000036,On Time,08:00,08:24,-00:24,Short,-4.76,47.94,Good,0.45,Heavy
1087,william smith,ekart,furniture,van,two day,south,cold,3.6,8.75,48.2,48.4,no,delivered,3,95.6674,-0.19999999999999574,On Time,48:12,48:24,-00:12,Short,-0.41,26.57,Average,0.07,Medium
1088,douglas morton,xpressbees,documents,van,standard,east,rainy,111.0,36.68,20.5,23.1,no,delivered,4,665.04,-2.6000000000000014,On Time,20:30,23:06,-02:36,Medium,-11.26,5.99,Good,5.41,Heavy
1089,steven perez,amazon logistics,groceries,bike,express,east,rainy,256.4,33.53,58.5,49.6,yes,delayed,3,1432.59,8.899999999999999,Delayed,58:30,49:36,08:54,Long,17.94,5.59,Average,4.38,Heavy
1090,lindsey thompson,dhl,groceries,ev van,same day,east,foggy,177.9,20.16,24.6,25.8,no,delivered,5,1049.98,-1.1999999999999993,On Time,24:36,25:48,-01:12,Medium,-4.65,5.9,Excellent,7.23,Heavy
1091,michael shepherd,amazon logistics,cosmetics,ev van,two day,east,rainy,204.2,8.09,6.9,8.4,no,delivered,4,1045.27,-1.5,On Time,06:54,08:24,-01:30,Medium,-17.86,5.12,Good,29.59,Medium
1092,angela morgan,amazon logistics,furniture,ev bike,standard,central,cold,125.0,39.41,23.5,24.5,no,delivered,5,743.23,-1.0,On Time,23:30,24:30,-01:00,Medium,-4.08,5.95,Excellent,5.32,Heavy
1093,brendan hill,dhl,fragile items,bike,two day,north,hot,83.3,34.71,55.9,56.3,no,delivered,4,520.63,-0.3999999999999986,On Time,55:54,56:18,-00:24,Short,-0.71,6.25,Good,1.49,Heavy
1094,alexis kim,ecom express,clothing,van,standard,west,foggy,193.2,33.28,30.8,31.3,no,delivered,4,1065.84,-0.5,On Time,30:48,31:18,-00:30,Medium,-1.6,5.52,Good,6.27,Heavy
1095,steven anderson,ekart,clothing,van,two day,east,foggy,174.3,47.29,2.6,5.4,no,delivered,5,1013.37,-2.8000000000000003,On Time,02:36,05:24,-02:48,Medium,-51.85,5.81,Excellent,67.04,Heavy
1096,meghan fischer,ekart,groceries,bike,same day,west,clear,11.4,40.22,8.0,9.1,no,delivered,5,277.66,-1.0999999999999996,On Time,08:00,09:06,-01:06,Short,-12.09,24.36,Excellent,1.42,Heavy
1097,abigail miller,xpressbees,electronics,ev van,express,east,clear,166.4,44.96,55.7,40.6,yes,delayed,2,1016.88,15.100000000000001,Delayed,55:42,40:36,15:06,Medium,37.19,6.11,Poor,2.99,Heavy
1098,sarah robertson,shadowfax,cosmetics,van,standard,west,stormy,189.6,38.07,29.4,31.0,no,delivered,5,1062.21,-1.6000000000000014,On Time,29:24,31:00,-01:36,Medium,-5.16,5.6,Excellent,6.45,Heavy
1099,toni patel,blue dart,groceries,truck,express,west,stormy,111.2,37.33,38.7,35.1,yes,delayed,2,717.99,3.6000000000000014,Delayed,38:42,35:06,03:36,Medium,10.26,6.46,Poor,2.87,Heavy
1100,kyle mccullough,amazon logistics,groceries,ev bike,same day,west,hot,103.2,37.97,13.0,18.3,no,delivered,5,729.91,-5.300000000000001,On Time,13:00,18:18,-05:18,Medium,-28.96,7.07,Excellent,7.94,Heavy
1101,megan parker,blue dart,furniture,scooter,standard,east,clear,236.4,47.28,34.0,35.6,no,delivered,4,1323.84,-1.6000000000000014,On Time,34:00,35:36,-01:36,Medium,-4.49,5.6,Good,6.95,Heavy
1102,zachary mckay,amazon logistics,electronics,van,same day,central,clear,111.9,26.34,18.3,19.2,no,delivered,5,738.52,-0.8999999999999986,On Time,18:18,19:12,-00:54,Medium,-4.69,6.6,Excellent,6.11,Heavy
1103,heidi boyd,delhivery,groceries,ev van,standard,south,stormy,86.6,20.64,17.3,20.7,no,delivered,5,494.92,-3.3999999999999986,On Time,17:18,20:42,-03:24,Short,-16.43,5.72,Excellent,5.01,Heavy
1104,edwin griffin,amazon logistics,automobile parts,ev bike,standard,west,clear,235.6,48.07,35.6,35.6,no,delivered,5,1322.21,0.0,On Time,35:36,35:36,00:00,Medium,0.0,5.61,Excellent,6.62,Heavy
1105,kenneth stokes,amazon logistics,pharmacy,truck,same day,south,cold,295.5,48.45,37.4,37.6,no,delivered,4,1632.7206,-0.20000000000000284,On Time,37:24,37:36,-00:12,Long,-0.53,5.53,Good,7.9,Heavy
1106,toni lamb,amazon logistics,pharmacy,truck,two day,west,foggy,56.3,43.65,53.4,53.6,no,delivered,5,412.45,-0.20000000000000284,On Time,53:24,53:36,-00:12,Short,-0.37,7.33,Excellent,1.05,Heavy
1107,jonathan wyatt,shadowfax,furniture,bike,two day,central,stormy,114.2,28.82,56.8,59.4,no,delivered,5,657.46,-2.6000000000000014,On Time,56:48,59:24,-02:36,Medium,-4.38,5.76,Excellent,2.01,Heavy
1108,sabrina davis,fedex,furniture,scooter,same day,north,hot,3.6,31.41,7.7,8.4,no,delivered,4,203.23,-0.7000000000000002,On Time,07:42,08:24,-00:42,Short,-8.33,56.45,Good,0.47,Heavy
1109,kyle burke,xpressbees,automobile parts,bike,same day,west,stormy,146.2,22.55,25.5,22.6,yes,failed,2,898.65,2.8999999999999986,Delayed,25:30,22:36,02:54,Medium,12.83,6.15,Poor,5.73,Heavy
1110,annette meyer,ekart,automobile parts,ev bike,same day,east,clear,85.6,10.69,16.4,16.6,no,delivered,4,560.07,-0.20000000000000284,On Time,16:24,16:36,-00:12,Short,-1.2,6.54,Good,5.22,Medium
1111,patricia wells,amazon logistics,groceries,ev van,express,south,rainy,247.9,5.23,4.0,48.8,yes,failed,2,1305.19,-44.8,On Time,04:00,48:48,-44:48,Medium,-91.8,5.26,Poor,61.98,Medium
1112,douglas soto,shadowfax,automobile parts,bike,standard,south,foggy,274.8,0.82,39.4,39.5,no,delivered,4,1376.46,-0.10000000000000142,On Time,39:24,39:30,-00:06,Long,-0.25,5.01,Good,6.97,Light
1113,jeremiah morse,fedex,electronics,scooter,standard,west,clear,35.7,10.8,13.0,15.6,no,delivered,3,210.9,-2.5999999999999996,On Time,13:00,15:36,-02:36,Short,-16.67,5.91,Average,2.75,Medium
1114,douglas ferguson,fedex,documents,van,express,central,stormy,259.3,27.01,3.6,49.9,yes,failed,1,1427.53,-46.3,On Time,03:36,49:54,-46:18,Long,-92.79,5.51,Poor,72.03,Heavy
1115,ryan jacobs,shadowfax,documents,ev bike,same day,south,clear,65.3,45.09,13.1,14.5,no,delivered,5,561.77,-1.4000000000000004,On Time,13:06,14:30,-01:24,Short,-9.66,8.6,Excellent,4.98,Heavy
1116,michael benson,delhivery,cosmetics,van,express,south,clear,93.1,20.89,33.2,33.3,no,delivered,3,578.17,-0.09999999999999432,On Time,33:12,33:18,-00:06,Short,-0.3,6.21,Average,2.8,Heavy
1117,katherine mcdonald,blue dart,pharmacy,bike,standard,central,hot,265.8,32.11,37.2,38.6,no,delivered,5,1425.33,-1.3999999999999986,On Time,37:12,38:36,-01:24,Long,-3.63,5.36,Excellent,7.15,Heavy
1118,john carrillo md,ekart,furniture,truck,two day,west,clear,110.2,23.24,56.9,59.0,no,delivered,4,620.72,-2.1000000000000014,On Time,56:54,59:00,-02:06,Medium,-3.56,5.63,Good,1.94,Heavy
1119,jennifer manning,blue dart,documents,bike,standard,west,clear,6.0,0.88,11.0,12.6,no,delivered,4,95.6674,-1.5999999999999996,On Time,11:00,12:36,-01:36,Short,-12.7,15.94,Good,0.55,Light
1120,victoria hobbs,dhl,furniture,truck,two day,east,foggy,16.5,21.49,49.5,49.6,no,delivered,4,146.97,-0.10000000000000142,On Time,49:30,49:36,-00:06,Short,-0.2,8.91,Good,0.33,Heavy
1121,erin day,xpressbees,documents,ev van,standard,north,cold,102.0,18.67,19.9,22.2,no,delivered,4,566.01,-2.3000000000000007,On Time,19:54,22:12,-02:18,Medium,-10.36,5.55,Good,5.13,Heavy
1122,marcus sutton,shadowfax,furniture,bike,express,north,rainy,265.4,15.96,57.7,50.5,yes,delayed,3,1424.88,7.200000000000003,Delayed,57:42,50:30,07:12,Long,14.26,5.37,Average,4.6,Heavy
1123,laura mcmahon,fedex,groceries,ev van,two day,north,foggy,27.5,15.43,49.2,50.8,no,delivered,5,183.79,-1.5999999999999943,On Time,49:12,50:48,-01:36,Short,-3.15,6.68,Excellent,0.56,Heavy
